ex_id,rd_id,status,stage,name,hypothesis_summary,config_paths,result_paths,file,decision_ids,created_at_utc,updated_at_utc,novice_summary,next_action
EX-20260619T035511Z-main-96SF,RD-20260605T133318Z-main-H6V3,completed,readonly_completed_held_repair_insufficient_and_negative_park,hard5真实持仓修复误杀路径索引只读面板,从A11 hard5真实回测路径的logs、positions和trades中索引已持有修复、回补修复、新买修复和追高事件，检验用户描述的持仓修复误杀是否稳定存在。,scripts/research/analyze_96sf_hard5_truepath_repair_index.py,results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T035511Z-main-96SF/hard5_truepath_repair_index/summary.json;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T035511Z-main-96SF/hard5_truepath_repair_index/truepath_rule_summary.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T035511Z-main-96SF/hard5_truepath_repair_index/truepath_event_panel.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T035511Z-main-96SF/hard5_truepath_repair_index/truepath_asset_summary.csv,04_实验记录/EX-20260619T035511Z-main-96SF_hard5真实持仓修复误杀路径索引只读面板.md,,2026-06-19T03:55:11Z,2026-06-19T04:35:00Z,96SF真实路径held_repair仅2事件且H10相对hard5实际路径均为负，平均-11.80pp；rebuy_repair仅1事件且为负，new_buy_repair虽H10为正但H5为负且左尾大。,暂停当前修复放行和hold-only续持例外；若继续，只能依赖真实dry-run JSON或成交日志积累新的held_repair外部观察样本。
EX-20260619T040913Z-main-8SH4,RD-20260605T133318Z-main-H6V3,completed,engineering_observation_gate_negative_control_passed_not_strategy_validation,hard5修复误杀dry-run观察门禁,验证未来真实dry-run JSON能否与hard5修复状态源做只读关联，并确认样例无关订单不会被误匹配为held_repair或rebuy_repair。,scripts/research/analyze_8sh4_hard5_repair_dry_run_observation_gate.py;src/tests/scripts/test_analyze_8sh4_hard5_repair_dry_run_observation_gate.py,results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T040913Z-main-8SH4/summary.json;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T040913Z-main-8SH4/g7s8/;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T040913Z-main-8SH4/repair_state_rows.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T040913Z-main-8SH4/repair_order_matches.csv,04_实验记录/EX-20260619T040913Z-main-8SH4_hard5修复误杀dry-run观察门禁.md,,2026-06-19T04:09:13Z,2026-06-19T04:15:00Z,8SH4通过工程观察门禁：G7S8样例JSON有1条订单意图，96SF真实格式状态源178行可读，样例订单match_count=0，负控未误匹配；但这不是策略收益证据。,等待Windows QMT真实dry-run JSON；拿到后跑8SH4，只有真实held_repair H10达到20行且5个episode后才新开外部验证。
EX-20260619T042345Z-main-8WGC,RD-20260605T133318Z-main-H6V3,completed,windows_dry_run_blocked_miniqmt_connect_failed_no_json,hard5修复误杀真实dry-run采集归因,检验Windows QMT dry-run是否能生成真实JSON，并用8SH4归因hard5修复误杀订单；若连接失败则登记阻塞。,configs/v2_portfolio_smallcap_etf_dual_pool_50_50.json;scripts/research/analyze_8sh4_hard5_repair_dry_run_observation_gate.py,results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T042345Z-main-8WGC/summary.json;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T042345Z-main-8WGC/run_8wgc_windows_dry_run_once.log;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T042345Z-main-8WGC/run_8wgc_windows_connect_check.log;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T042345Z-main-8WGC/run_8wgc_windows_check_only.log,04_实验记录/EX-20260619T042345Z-main-8WGC_hard5修复误杀真实dry-run采集归因.md,,2026-06-19T04:23:45Z,2026-06-19T04:30:00Z,8WGC已预注册并执行Windows dry-run尝试：Python3.11和QMT userdata路径存在，--check-only通过；但--connect-check和--dry-run-once均因MiniQMT连接返回-1失败，无真实JSON，因此不能做8SH4归因，也不改变hard5。,启动并登录国金QMT模拟客户端后重跑dry-run；拿到live_dry_run_once.json后再跑8SH4归因。
EX-20260619T062915Z-main-6EV3,RD-20260605T133318Z-main-H6V3,completed,readonly_completed_no_chase_state_passed_park,hard5追高可追不可追状态分层只读面板,检验96SF真实路径高分事件中是否存在预注册可追状态，并与不可追状态分层对照。,scripts/research/analyze_6ev3_hard5_chase_state_layers.py;src/tests/scripts/test_analyze_6ev3_hard5_chase_state_layers.py;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T035511Z-main-96SF/hard5_truepath_repair_index/truepath_event_panel.csv,results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T062915Z-main-6EV3/hard5_chase_state_layers/summary.json;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T062915Z-main-6EV3/hard5_chase_state_layers/state_summary.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T062915Z-main-6EV3/hard5_chase_state_layers/primary_state_summary.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T062915Z-main-6EV3/run_6ev3_chase_state_layers.log,04_实验记录/EX-20260619T062915Z-main-6EV3_hard5追高可追不可追状态分层只读面板.md,,2026-06-19T06:29:15Z,2026-06-19T06:37:00Z,6EV3预注册的三个可追状态均未通过：repair_breadth_chase布尔20事件但17个重叠late_spike，H10胜率50%且p10=-18.03%；broad_repricing H10均值-8.44%；steady_continuation仅12事件且胜率41.67%。,停止在96SF日频事件上扩追高阈值；后续只走真实dry-run JSON或盘口/成交等独立数据层。
EX-20260619T064629Z-main-P97J,RD-20260605T133318Z-main-H6V3,completed,readonly_completed_no_intraday_chase_state_passed_park,hard5高分事件盘中路径可追状态只读面板,检验96SF真实路径高分事件在13:09前分钟路径中是否存在可追状态，并与不可追状态对照。,scripts/research/analyze_p97j_hard5_intraday_path_state.py;src/tests/scripts/test_analyze_p97j_hard5_intraday_path_state.py;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T035511Z-main-96SF/hard5_truepath_repair_index/truepath_event_panel.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T062915Z-main-6EV3/hard5_chase_state_layers/state_event_panel.csv,results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T064629Z-main-P97J/hard5_intraday_path_state/summary.json;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T064629Z-main-P97J/hard5_intraday_path_state/intraday_state_summary.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T064629Z-main-P97J/hard5_intraday_path_state/primary_intraday_state_summary.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T064629Z-main-P97J/run_p97j_intraday_path_state.log,04_实验记录/EX-20260619T064629Z-main-P97J_hard5高分事件盘中路径可追状态只读面板.md,DEC-20260619T065635Z-main-QS5G,2026-06-19T06:46:29Z,2026-06-19T06:58:00Z,P97J分钟覆盖率96.07%，但两个可追候选均失败：intraday_steady主分类35事件H10均值-4.29pp、胜率34.29%；intraday_pullback_repair主分类6事件且H10胜率0%。,暂停当前分钟路径可追阈值路线；后续只走真实dry-run JSON、订单生命周期、盘口/逐笔或成交滑点。
EX-20260619T071136Z-main-7X8F,RD-20260605T133318Z-main-H6V3,completed,readonly_completed_qmt_process_missing_before_connect,hard5真实订单层QMT连接失败诊断只读面板,把8WGC的MiniQMT connect=-1拆成可审计前置条件，检查QMT进程、userdata、账号目录和xtquant模块是否阻塞真实dry-run JSON采集。,scripts/research/diagnose_7x8f_qmt_connection.py;src/tests/scripts/test_diagnose_7x8f_qmt_connection.py;configs/v2_portfolio_smallcap_etf_dual_pool_50_50.json,results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T071136Z-main-7X8F/qmt_connection_diagnostic_summary.json;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T071136Z-main-7X8F/qmt_connection_checks.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T071136Z-main-7X8F/qmt_recent_files.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T071136Z-main-7X8F/qmt_processes.csv;results/v2/research/RD-20260605T133318Z-main-H6V3/EX-20260619T071136Z-main-7X8F/run_7x8f_qmt_connection_diagnostic.log,04_实验记录/EX-20260619T071136Z-main-7X8F_hard5真实订单层QMT连接失败诊断只读面板.md,,2026-06-19T07:11:36Z,2026-06-19T07:25:00Z,7X8F显示唯一required failure为qmt_process_found：配置、账号目录、MiniConfig、userdata新鲜度和Python3.11 xtquant模块均通过，但当前候选QMT进程数为0。,启动并登录国金QMT模拟客户端后先重跑connect-check；通过后再跑dry-run-once生成真实JSON并用8SH4归因。
EX-20260619T083927Z-main-URWL,RD-20260619T083919Z-main-WEMY,completed,completed_no_a25_state_passed_park,A25撤离修复追高状态机只读面板,把96SF真实路径、6EV3日频状态和P97J盘中状态合并，检验score>5后是否能区分撤离、修复、追高和veto状态,未执行回测配置,results/v2/research/RD-20260619T083919Z-main-WEMY/EX-20260619T083927Z-main-URWL/a25_exit_chase_state_machine/,04_实验记录/EX-20260619T083927Z-main-URWL_A25撤离修复追高状态机只读面板预注册.md,DEC-20260619T084542Z-main-56R5,2026-06-19T08:39:27Z,2026-06-19T08:46:00Z,178个事件中无主分类或重叠状态通过；held_repair_keep仅2事件且H10为-11.80pct，held_distribution_exit方向较好但17事件样本不足。,当前可见字段版A25 park；不扩日频/分钟阈值，后续转外部注意力/派发数据或真实订单生命周期。
EX-20260619T091618Z-main-MKG3,RD-20260619T083919Z-main-WEMY,completed,completed_no_a26_state_passed_park,A26成交换手涨停压力修复派发只读面板,在A25事件上加入成交额、成交量、13:09成交形态和涨停压力，检验能否识别修复反弹、派发撤离和小预算追高。,未执行回测配置,results/v2/research/RD-20260619T083919Z-main-WEMY/EX-20260619T091618Z-main-MKG3/a26_turnover_limit_attention/,04_实验记录/EX-20260619T091618Z-main-MKG3_A26成交换手涨停压力修复派发只读面板.md,DEC-20260619T092251Z-main-DNLA,2026-06-19T09:16:18Z,2026-06-19T09:28:00Z,178事件日频成交额覆盖完整、raw分钟覆盖178/178，但无状态通过；held_orderly_repair_keep为0，held_volume_distribution_exit仅5事件且H10=-5.01pct，new_orderly_attention_chase 7事件H10=-11.79pct。,停止扩现有可见字段阈值；后续只走真实订单生命周期或真正外部注意力/微观结构数据。
EX-20260619T093316Z-main-6TXM,RD-20260619T083919Z-main-WEMY,completed,readonly_completed_entry_blocked,A27真实订单生命周期与外部注意力入口门禁,检查A25/A26失败后是否具备真实订单生命周期或外部注意力/微观结构数据入口。,configs/v2_portfolio_smallcap_etf_dual_pool_50_50.json,results/v2/research/RD-20260619T083919Z-main-WEMY/EX-20260619T093316Z-main-6TXM/a27_order_attention_gate/,04_实验记录/EX-20260619T093316Z-main-6TXM_A27真实订单生命周期与外部注意力入口门禁.md,DEC-20260619T093740Z-main-ZDD3;DEC-20260619T100752Z-main-HJGJ,2026-06-19T09:33:16Z,2026-06-19T10:09:00Z,QMT诊断为qmt_client_process_not_found且唯一硬失败为qmt_process_found；ClickHouse候选表只有jq_daily_limit_status_full，无非空tick/盘口/情绪等新表；JQ tick探针仅995行；后续按用户判断排除QMT主路线。,WEMY保持park；不再等待QMT，先完成非QMT外部注意力/盘口/逐笔/融资/搜索情绪等历史化数据建设门禁。
EX-20260619T113348Z-main-UN96,RD-20260619T083919Z-main-WEMY,completed,completed_data_gate_passed,A28非QMT量价结构状态机数据门禁,检验66QH M1-M16顶刊量价结构机制能否在A25/A26的178个hard5高分事件上用非QMT历史数据构造，并做只读强线索排序。,scripts/research/analyze_a28_volume_price_structure_gate.py;src/tests/scripts/test_analyze_a28_volume_price_structure_gate.py,results/v2/research/RD-20260619T083919Z-main-WEMY/EX-20260619T113348Z-main-UN96/a28_volume_price_structure_gate/summary.json;results/v2/research/RD-20260619T083919Z-main-WEMY/EX-20260619T113348Z-main-UN96/a28_volume_price_structure_gate/a28_mechanism_summary.csv;results/v2/research/RD-20260619T083919Z-main-WEMY/EX-20260619T113348Z-main-UN96/a28_volume_price_structure_gate/a28_feature_coverage.csv;results/v2/research/RD-20260619T083919Z-main-WEMY/EX-20260619T113348Z-main-UN96/a28_volume_price_structure_gate/a28_event_panel.csv,04_实验记录/EX-20260619T113348Z-main-UN96_A28非QMT量价结构状态机数据门禁.md,DEC-20260619T114146Z-main-5E5G,2026-06-19T11:33:48Z,2026-06-19T11:43:00Z,A28数据门禁通过：178事件，日频最低覆盖98.88%，A26分钟代理最低覆盖99.44%，19个拆分机制可算；4个strong hint均为过热veto，m14/m04/m12/m01高量晚期H10 effect均值约+4.59/+4.19/+3.47/+2.00pp。,新开A29过热veto组合层formal；不直接改hard5，不放开可追/修复。
EX-20260620T022611Z-main-FZM4,RD-20260620T022601Z-main-GHZL,active,completed_observe,MAX彩票式过热只读面板预注册,在hard5高分事件中高MAX单日暴涨型后续H5H10弱于低MAX连续温和上涨型且差异不能被随机同MAX桶、错位一日、同主题随机、涨停板分层负控复制,,results/v2/research/RD-20260620T022601Z-main-GHZL/EX-20260620T022611Z-main-FZM4/fzm4_max_lottery_panel/,04_实验记录/EX-20260620T022611Z-main-FZM4_MAX彩票式过热只读面板预注册.md,,2026-06-20T02:26:11Z,2026-06-20T07:30:00Z,已执行：高MAX桶H10 effect+0.041胜率72%方向支持Bali但十分位不单调且错位负控反转，A28二元版123事件+0.057更稳健，MAX用A28二元m04 veto,MAX纳入p_overheat用A28二元版不单独formal，转BL8Y和UEAC，错位负控反转需方法论实验
EX-20260620T052156Z-main-BL8Y,RD-20260620T052147Z-main-8AB7,active,completed_observe,横截面离散度组合层保守开关只读面板预注册,在hard5高分事件中低CSdispersion普涨冲顶桶后续H5H10弱于高CSdispersion分化健康桶且差异不能被随机同dispersion桶错位一日M10市场状态分层波动率分层负控复制且与M10正交,,results/v2/research/RD-20260620T052147Z-main-8AB7/EX-20260620T052156Z-main-BL8Y/bl8y_cs_dispersion_panel/,04_实验记录/EX-20260620T052156Z-main-BL8Y_横截面离散度组合层保守开关只读面板预注册.md,,2026-06-20T05:21:56Z,2026-06-20T08:00:00Z,已执行：低离散H10+0.018胜率59.5%方向支持StiversSun且与M10正交性初步成立但样本不足分段不一致错位反转,CS dispersion纳入p_crash组合层字段候选，转UEAC验证过程层，错位负控反转是跨方向系统性问题
EX-20260620T052616Z-main-UEAC,RD-20260620T052601Z-main-3B2X,active,completed_observe,GSADF爆炸性泡沫只读面板预注册,在hard5高分事件中GSADF显著爆炸性桶后续H5H10弱于GSADF不显著平稳趋势桶且差异不能被随机同GSADF桶错位一日MAX分层nearness分层负控复制且与MAX正交与nearness正交,,results/v2/research/RD-20260620T052601Z-main-3B2X/EX-20260620T052616Z-main-UEAC/ueac_gsadf_panel/,04_实验记录/EX-20260620T052616Z-main-UEAC_GSADF爆炸性泡沫只读面板预注册.md,,2026-06-20T05:26:16Z,2026-06-20T08:30:00Z,已执行：方向与预测相反高爆炸性H10+0.022低于低爆炸性+0.059胜率50%，ETF爆炸性是趋势加速良性阶段非泡沫尾声，纯numpy简化ADF有不确定性,GSADF不纳入p_overheat作方法资产保留，三方向综合判断组合MAX加CS dispersion做双概率软预算复核
EX-20260620T094932Z-main-S8BP,RD-20260620T052147Z-main-8AB7,park,completed,CS dispersion组合层双方向配对formal,两候选(loosen-low/loosen-high)均未过4/4final+3/4MDD+cost2x门槛;cand≠ref通过(gate有信息量)但早段过度放行输晚段适度放行赢无法两全;组合层标量无法区分普涨健康vs普涨冲顶,DEC-20260620T150805Z-main-XSNQ,,04_实验记录/EX-20260620T094932Z-main-S8BP_CS dispersion 组合层双方向配对 formal.md,results/v2/research/R010-A22/cs_dispersion_paired/EX-20260620T094932Z-main-S8BP/summary/formal/summary.json,2026-06-20T09:49:32Z,2026-06-20T18:30:00Z,park:两候选均未过门槛;参数矩阵无必要(低离散含义时段依赖非阈值问题);转向顶刊新立项MECH-MATN隔夜收益知情交易,首选立项MECH-MATN隔夜收益(p_repair个股层);次选MECH-2JVB拥挤度;CS dispersion留作未来双概率联合条件先验
EX-20260621T015355Z-main-F44P,RD-20260619T083919Z-main-WEMY,park,completed,A29 frozen-veto组合层双方向配对formal,联合veto仅2/4段赢hard5(2020/2024赢2022/2025输);2025段惨败-66%(veto误伤修复反弹);m12主导联合veto;m14/m04/m01因全池聚合口径失真(ETF达不到个股级阈值)从不命中;veto≠ref通过(0.78)gate有信息量,DEC-20260621T024805Z-main-CHCD,,04_实验记录/EX-20260621T015355Z-main-F44P_A29 frozen-veto 组合层双方向配对 formal.md,results/v2/research/R010-A22/frozen_veto_paired/EX-20260621T015355Z-main-F44P/summary/formal/summary.json,2026-06-21T01:53:55Z,2026-06-22T09:30:00Z,park:联合veto未过门槛+实现bug(m14/m04/m01口径失真);参数矩阵无必要(veto阈值frozen);核心矛盾:同一信号在不同时段含义相反(过热vs修复),"转向MECH-MATN隔夜收益知情交易(p_repair个股层,区分过热vs修复);WEMY park;A28四veto留作未来多信号联合候选"
EX-20260622T030348Z-main-J3YY,RD-20260622T030341Z-main-S2T4,completed,completed,隔夜收益数据门禁与字段质量审计,验证jq_bar_daily的open_price/pre_close在A股ETF上的覆盖率;门禁阈值95%,DEC-20260621T024805Z-main-CHCD,,04_实验记录/EX-20260622T030348Z-main-J3YY_隔夜收益数据门禁与字段质量审计.md,results/v2/research/RD-20260622T030341Z-main-S2T4/EX-20260622T030348Z-main-J3YY/summary.json,2026-06-22T03:03:48Z,2026-06-22T03:50:00Z,"PASSED:open/pre_close/overnight/intraday覆盖率100%,事件join率100%(361/361);隔夜std0.011日内std0.018分布健康;数据链路完全可行",只读面板预注册(仿BL8Y):隔夜占比分布+高分事件分层H10 effect+错位负控+正交性检查
EX-20260622T031432Z-main-7TJU,RD-20260622T030341Z-main-S2T4,observe,completed,隔夜收益知情交易只读面板,验证隔夜主导=知情延续假设;361事件按overnight_share_5分high/low桶算H10 effect,,,04_实验记录/EX-20260622T031432Z-main-7TJU_隔夜收益知情交易只读面板预注册.md,results/v2/research/RD-20260622T030341Z-main-S2T4/EX-20260622T031432Z-main-7TJU/summary.json,2026-06-22T03:14:32Z,2026-06-22T04:00:00Z,quality_gate FAILED:high桶(隔夜主导)H10胜率50.7%分段1/7未过;但low桶(日内主导)H10 effect+0.0434胜率61.7%p10-0.074方向与理论相反(A股日内=趋势延续非噪声);observe待补错位负控,补错位一日负控确认low桶稳健性;若通过则low桶(日内主导放行)可作为p_repair反向候选新开formal
EX-20260622T033017Z-main-PNV8,RD-20260622T030341Z-main-S2T4,revise,completed,隔夜收益日内主导放行V1组合层formal,V1 cap70版: 修复全池min bug后median聚合; thr-0.40 2/4段赢; 参数矩阵thr-0.50达3/4; 退出诊断5-7分10天满仓最优(均值+5.33%/胜率71%),,,04_实验记录/EX-20260622T033017Z-main-PNV8_隔夜收益日内主导放行组合层formal.md,results/v2/research/R010-A22/overnight_share_paired/EX-20260622T033017Z-main-PNV8/summary/formal/summary.json,2026-06-22T03:30:17Z,2026-06-22T10:00:00Z,revise: V1 cap70收益增量太小(+1.2%); 转V2完全放行(满仓max_score=8); 退出诊断5-7分10天最优,V2完全放行formal(6XCN); 分数5-7+满仓+竞争退出
EX-20260622T104131Z-main-6XCN,RD-20260622T030341Z-main-S2T4,revise,completed,隔夜收益完全放行V2组合层formal,V2满仓放行(max_score=8拦8+过热); low_share 1/4段赢(2020+15.2%) 但2022/2025仍输; cand!=ref通过(0.95差异),,,04_实验记录/EX-20260622T104131Z-main-6XCN_隔夜收益完全放行V2组合层formal.md,results/v2/research/R010-A22/overnight_v2_paired/EX-20260622T104131Z-main-6XCN/summary/formal/summary.json,2026-06-22T10:41:31Z,2026-06-22T12:00:00Z,revise: V2满仓比V1cap70更强(2020+15.2% vs +5.6%) 但仍1/4段赢; 2020段达+15.2%是所有方案最强单段超额; 需结合市场状态条件化,考虑时段条件化(只在趋势向上+广度足时启用放行) 或接受1-2段输看全年年化
EX-20260622T133000Z-main-7KMP,RD-20260622T030341Z-main-S2T4,park,completed_falsified_cost1x_cost2x,隔夜收益时段条件化市场状态gate组合层formal,"市场门方向性符合预期(2022熊市+0.6%/2025反弹+6.0%改善V2, MDD 3/4通过) 但候选0/4段反超hard5; 证伪条件触发3/5; cost2x结论一致; cand_full无门V2同样全段跑不过hard5→根源是hard5太强",configs/research/R010-A22/overnight_timed_paired/EX-20260622T133000Z-main-7KMP/formal/manifest.json,results/v2/research/R010-A22/overnight_timed_paired/EX-20260622T133000Z-main-7KMP/formal;results/v2/research/R010-A22/overnight_timed_paired/EX-20260622T133000Z-main-7KMP/summary/formal/summary.json;results/v2/research/R010-A22/overnight_timed_paired/EX-20260622T133000Z-main-7KMP/summary/formal/segment_metrics.csv,04_实验记录/EX-20260622T133000Z-main-7KMP_隔夜收益时段条件化市场状态gate组合层formal.md,DEC-20260622T163008Z-main-GHZE,2026-06-22T13:30:00Z,2026-06-22T16:45:00Z,"park: 市场门减伤有效但反超hard5无效; 全年年化V2微弱反超(+0.69pp cost1x)但不显著且源于单段几何放大; 隔夜放行方向搁置, hard5维持策略族上限",选项2全年年化已完成(V2微弱反超但不显著); 选项3分数上限设计完成待定是否跑
EX-20260623T015816Z-main-ZGHC,RD-20260623T015758Z-main-JFHA,completed,data_gate_completed,隔夜收益信号组合层落差归因纯离线可行性数据门禁,0行平台改动纯离线反推:exit_reason unknown 1.86%(<5%通过)+20笔正控100%+event_panel字段覆盖率buy_price/h5 100%/h10 99.45%/hard5_blocked 98.34%(全>=95%),"（无需平台配置,0行平台改动,0段回测）",results/v2/research/RD-20260623T015758Z-main-JFHA/EX-20260623T015816Z-main-ZGHC/exit_reasons_offline.csv;results/v2/research/RD-20260623T015758Z-main-JFHA/EX-20260623T015816Z-main-ZGHC/event_panel_enriched.csv;results/v2/research/RD-20260623T015758Z-main-JFHA/EX-20260623T015816Z-main-ZGHC/datagate_summary.json;results/v2/research/RD-20260623T015758Z-main-JFHA/EX-20260623T015816Z-main-ZGHC/event_panel_coverage.json;results/v2/research/RD-20260623T015758Z-main-JFHA/EX-20260623T015816Z-main-ZGHC/accuracy_positive_control.json,04_实验记录/EX-20260623T015816Z-main-ZGHC_隔夜收益信号组合层落差归因数据门禁.md,,2026-06-23T01:58:16Z,2026-06-23T15:30:00Z,门禁通过:rank_drop 90.4%/rebalance 4.4%/volume_stop 2.7%/stop_loss 0.6%/unknown 1.86%;关键修复signal_date/trade_date错位(T-1信号->T日交易)用【R010-B ACTION】JSON重建trade_date索引;reconstruct 7单测+enrich 5单测全通过,"下一步进落差归因只读面板:拆事件级+5.33%成4块(实际持有收益/提前卖出损失/踏空损失/仓位稀释),用exit_reasons_offline+event_panel_enriched+positions直接算"
EX-20260623T125125Z-main-UTMF,RD-20260623T125116Z-main-DVXD,completed,data_gate_completed,行业状态机与个股增强最小规格预注册,"验证在双池允许进攻时,行业收益×R²+扩散度+过热降权能否形成可用行业选择,且行业内TopN相对强弱个股能否跑赢行业ETF和随机TopN",configs/research/RD-20260623T125116Z-main-DVXD/EX-20260623T125125Z-main-UTMF/,results/v2/research/RD-20260623T125116Z-main-DVXD/EX-20260623T125125Z-main-UTMF/data_gate/,04_实验记录/EX-20260623T125125Z-main-UTMF_行业状态机与个股增强最小规格预注册.md,DEC-20260623T131037Z-main-M4XJ,2026-06-23T12:51:25Z,2026-06-23T13:10:37Z,数据门禁完成:个股可交易字段通过;个股行业映射和801行业指数/成分缺失;行业/主题ETF代理池可继续,新开行业/主题ETF代理池状态机只读面板;个股层需补历史行业成分或另开静态行业探索
EX-20260623T132332Z-main-MTPU,RD-20260623T125116Z-main-DVXD,completed,readonly_panel_completed,行业ETF代理池状态机只读面板,验证行业/主题ETF代理池能否形成可解释且不过度换手的状态机面板,scripts/research/analyze_mtpu_etf_proxy_state_panel.py,results/v2/research/RD-20260623T125116Z-main-DVXD/EX-20260623T132332Z-main-MTPU/,04_实验记录/EX-20260623T132332Z-main-MTPU_行业ETF代理池状态机只读面板.md,DEC-20260623T131037Z-main-M4XJ,2026-06-23T13:23:32Z,2026-06-23T13:27:47Z,"只读面板完成:保留324个ETF,1506个交易日;连续确认将Top1切换从682次降至198次,过热降权对切换贡献有限",新开收益验证实验:比较裸动量、过热降权、连续确认、组合版本的T+1/T+5/T+10未来收益
EX-20260623T133642Z-main-3GNZ,RD-20260623T125116Z-main-DVXD,completed,forward_return_panel_completed,行业ETF代理池状态机未来收益验证,比较裸动量、过热降权、连续确认、过热降权+连续确认四个版本的T+1/T+5/T+10未来收益,scripts/research/analyze_3gnz_etf_proxy_forward_returns.py,results/v2/research/RD-20260623T125116Z-main-DVXD/EX-20260623T133642Z-main-3GNZ/,04_实验记录/EX-20260623T133642Z-main-3GNZ_行业ETF代理池状态机未来收益验证.md,DEC-20260623T131037Z-main-M4XJ;DEC-20260623T133954Z-main-67YJ,2026-06-23T13:36:42Z,2026-06-23T13:39:45Z,"未来收益面板完成:final_top T+10均值最高;final_confirmed低于raw_top;保留过热降权单因子,暂停组合状态机","后续已由EX-2GV8错位负控覆盖:final_top路线暂停,不进交易化回测"
EX-20260623T134732Z-main-2GV8,RD-20260623T125116Z-main-DVXD,completed,negative_control_failed,final_top相对raw_top错位负控,检验final_top相对raw_top的T+10优势是否通过lead/lag错位和随机替换负控,scripts/research/analyze_2gv8_final_top_negative_controls.py,results/v2/research/RD-20260623T125116Z-main-DVXD/EX-20260623T134732Z-main-2GV8/,04_实验记录/EX-20260623T134732Z-main-2GV8_final_top相对raw_top错位负控.md,DEC-20260623T133954Z-main-67YJ;DEC-20260623T135036Z-main-PFMU,2026-06-23T13:47:32Z,2026-06-23T13:50:24Z,"负控失败:final_top_lead1强于正确日期,多个随机替换seed也为正;final_top不进入交易化回测",暂停ETF代理池final_top路线;后续回到历史行业成分或重新定义行业池
EX-20260623T234552Z-main-QKD7,RD-20260623T125116Z-main-DVXD,completed,data_source_inventory_completed,历史行业成分数据源盘点门禁,盘点当前平台是否已有可用于行业状态机后行业内选股的历史行业成分或行业映射数据,scripts/research/analyze_qkd7_historical_industry_source_inventory.py;scripts/research/test_qkd7_historical_industry_source_inventory.py,results/v2/research/RD-20260623T125116Z-main-DVXD/EX-20260623T234552Z-main-QKD7/,04_实验记录/EX-20260623T234552Z-main-QKD7_历史行业成分数据源盘点门禁.md,DEC-20260623T235142Z-main-2UF3,2026-06-23T23:45:52Z,2026-06-23T23:51:57Z,门禁失败:jq_stock_info和备份表行业字段覆盖率0;index_constituent_801和jq_bar_daily_801均0;文件扫描无疑似可用源数据;仅有聚宽API文档参考,暂停行业内个股增强实现;若继续先预注册历史行业成分导入方案并重做数据门禁
EX-20260624T013047Z-main-GTUS,RD-20260623T125116Z-main-DVXD,completed,storage_design_gate_completed_no_network,Tushare申万行业成分导入门禁,"设计Tushare申万行业成分的ClickHouse存储结构和导入前门禁,不联网不写库",scripts/research/prepare_gtus_tushare_sw_industry_import_gate.py;scripts/research/test_gtus_tushare_sw_industry_import_gate.py,results/v2/research/RD-20260623T125116Z-main-DVXD/EX-20260624T013047Z-main-GTUS/,04_实验记录/EX-20260624T013047Z-main-GTUS_Tushare申万行业成分导入门禁.md,DEC-20260624T013403Z-main-9AF6,2026-06-24T01:30:47Z,2026-06-24T01:34:12Z,存储设计完成:主事实源采用industry_stock_membership;保留ts_sw_industry_raw和sw_industry_classification;jq_stock_info不作历史事实源;index_constituent仅作完整快照兼容层,用户明确允许后运行Tushare小样本网络探针;探针通过后另开正式导入实验
