"new_id","mig_batch_id","old_id","kind","old_relative_path","new_relative_path","title","migration_status","evidence_level"
"LIT-20260603T000000Z-mig-2009BRANDTFADD2","MIG-20260605T120000Z-mig-BATCH","2009_Brandt_参数化组合政策","literature","📚 文献\2009_Brandt_参数化组合政策.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2009BRANDTFADD2_L20260523-002ParametricPortfolioPolicies.md","L20260523-002 Parametric Portfolio Policies","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2009BRUNNERMEIER34AC5","MIG-20260605T120000Z-mig-BATCH","2009_Brunnermeier_市场流动性与融资流动性","literature","📚 文献\2009_Brunnermeier_市场流动性与融资流动性.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2009BRUNNERMEIER34AC5_L20260531-032MarketLiquidityandFundingLiquidity.md","L20260531-032 Market Liquidity and Funding Liquidity","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2009DEMIGUEL1N74F1B","MIG-20260605T120000Z-mig-BATCH","2009_DeMiguel_1N组合基准","literature","📚 文献\2009_DeMiguel_1N组合基准.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2009DEMIGUEL1N74F1B_L20260521-009OptimalVersusNaiveDiversification.md","L20260521-009 Optimal Versus Naive Diversification","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2010STIVERS7B73D","MIG-20260605T120000Z-mig-BATCH","2010_Stivers_截面离散度与动量溢价","literature","📚 文献\2010_Stivers_截面离散度与动量溢价.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2010STIVERS7B73D_L20260522-002Cross-SectionalReturnDispersionandTimeVariation.md","L20260522-002 Cross-Sectional Return Dispersion and Time Variation in Value and Momentum Premiums","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2012MOSKOWITZ9923F","MIG-20260605T120000Z-mig-BATCH","2012_Moskowitz_时间序列动量","literature","📚 文献\2012_Moskowitz_时间序列动量.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2012MOSKOWITZ9923F_L20260521-001TimeSeriesMomentum.md","L20260521-001 Time Series Momentum","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2012NOVYMARX6465D","MIG-20260605T120000Z-mig-BATCH","2012_NovyMarx_中期动量","literature","📚 文献\2012_NovyMarx_中期动量.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2012NOVYMARX6465D_L20260531-002IsMomentumReallyMomentum.md","L20260531-002 Is Momentum Really Momentum?","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2013ASNESSAE131","MIG-20260605T120000Z-mig-BATCH","2013_Asness_价值与动量跨资产","literature","📚 文献\2013_Asness_价值与动量跨资产.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2013ASNESSAE131_L20260521-002ValueandMomentumEverywhere.md","L20260521-002 Value and Momentum Everywhere","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2013NOVYMARXC7534","MIG-20260605T120000Z-mig-BATCH","2013_NovyMarx_毛利率质量因子","literature","📚 文献\2013_NovyMarx_毛利率质量因子.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2013NOVYMARXC7534_L20260521-006TheGrossProfitabilityPremium.md","L20260521-006 The Gross Profitability Premium","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2014DAFROGINTHEPANB412A","MIG-20260605T120000Z-mig-BATCH","2014_Da_FrogInThePan_平滑上涨动量","literature","📚 文献\2014_Da_FrogInThePan_平滑上涨动量.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2014DAFROGINTHEPANB412A_L20260521-011FroginthePanContinuousInformationandMomentum.md","L20260521-011 Frog in the Pan: Continuous Information and Momentum","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2014FRAZZINIPEDERSEN57070","MIG-20260605T120000Z-mig-BATCH","2014_Frazzini_Pedersen_低贝塔","literature","📚 文献\2014_Frazzini_Pedersen_低贝塔.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2014FRAZZINIPEDERSEN57070_L20260521-008BettingAgainstBeta.md","L20260521-008 Betting Against Beta","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2014KELLYJIANG35CAF","MIG-20260605T120000Z-mig-BATCH","2014_Kelly_Jiang_尾部风险资产定价","literature","📚 文献\2014_Kelly_Jiang_尾部风险资产定价.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2014KELLYJIANG35CAF_L20260523-004TailRiskandAssetPrices.md","L20260523-004 Tail Risk and Asset Prices","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2015BARROSO7DA3F","MIG-20260605T120000Z-mig-BATCH","2015_Barroso_风险管理动量","literature","📚 文献\2015_Barroso_风险管理动量.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2015BARROSO7DA3F_L20260521-003MomentumHasItsMoments.md","L20260521-003 Momentum Has Its Moments","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2015FAMAFRENCHEB2D5","MIG-20260605T120000Z-mig-BATCH","2015_Fama_French_五因子模型","literature","📚 文献\2015_Fama_French_五因子模型.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2015FAMAFRENCHEB2D5_L20260521-007AFive-FactorAssetPricingModel.md","L20260521-007 A Five-Factor Asset Pricing Model","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2015HOUXUEZHANGFB8FD","MIG-20260605T120000Z-mig-BATCH","2015_Hou_Xue_Zhang_消化异常因子","literature","📚 文献\2015_Hou_Xue_Zhang_消化异常因子.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2015HOUXUEZHANGFB8FD_L20260523-005DigestingAnomalies.md","L20260523-005 Digesting Anomalies","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2016BAKEREF23C","MIG-20260605T120000Z-mig-BATCH","2016_Baker_经济政策不确定性","literature","📚 文献\2016_Baker_经济政策不确定性.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2016BAKEREF23C_L20260522-010MeasuringEconomicPolicyUncertainty.md","L20260522-010 Measuring Economic Policy Uncertainty","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2016DANIEL20500","MIG-20260605T120000Z-mig-BATCH","2016_Daniel_动量崩盘","literature","📚 文献\2016_Daniel_动量崩盘.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2016DANIEL20500_L20260521-004MomentumCrashes.md","L20260521-004 Momentum Crashes","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2016HARVEY748E1","MIG-20260605T120000Z-mig-BATCH","2016_Harvey_因子发现门槛","literature","📚 文献\2016_Harvey_因子发现门槛.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2016HARVEY748E1_L20260521-010...andtheCross-SectionofExpectedReturns.md","L20260521-010 ... and the Cross-Section of Expected Returns","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2016MCLEANPONTIFFABAC9","MIG-20260605T120000Z-mig-BATCH","2016_McLean_Pontiff_因子发表后衰减","literature","📚 文献\2016_McLean_Pontiff_因子发表后衰减.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2016MCLEANPONTIFFABAC9_L20260523-006DoesAcademicResearchDestroyStockReturnPredictab.md","L20260523-006 Does Academic Research Destroy Stock Return Predictability?","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2017MOREIRAMUIR01619","MIG-20260605T120000Z-mig-BATCH","2017_Moreira_Muir_波动率管理","literature","📚 文献\2017_Moreira_Muir_波动率管理.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2017MOREIRAMUIR01619_L20260521-005Volatility-ManagedPortfolios.md","L20260521-005 Volatility-Managed Portfolios","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2018KOIJENCARRY3081A","MIG-20260605T120000Z-mig-BATCH","2018_Koijen_跨资产Carry","literature","📚 文献\2018_Koijen_跨资产Carry.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2018KOIJENCARRY3081A_L20260523-007Carry.md","L20260523-007 Carry","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2019ASNESSA3D2A","MIG-20260605T120000Z-mig-BATCH","2019_Asness_质量减垃圾","literature","📚 文献\2019_Asness_质量减垃圾.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2019ASNESSA3D2A_L20260523-008QualityMinusJunk.md","L20260523-008 Quality Minus Junk","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2019KELLYPRUITTSU46473","MIG-20260605T120000Z-mig-BATCH","2019_Kelly_Pruitt_Su_特征即协方差","literature","📚 文献\2019_Kelly_Pruitt_Su_特征即协方差.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2019KELLYPRUITTSU46473_L20260523-009CharacteristicsareCovariances.md","L20260523-009 Characteristics are Covariances","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2020FENGGIGLIOXIUD9945","MIG-20260605T120000Z-mig-BATCH","2020_Feng_Giglio_Xiu_驯服因子动物园","literature","📚 文献\2020_Feng_Giglio_Xiu_驯服因子动物园.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2020FENGGIGLIOXIUD9945_L20260523-011TamingtheFactorZoo.md","L20260523-011 Taming the Factor Zoo","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2020FREYBERGER6E658","MIG-20260605T120000Z-mig-BATCH","2020_Freyberger_非参数特征筛选","literature","📚 文献\2020_Freyberger_非参数特征筛选.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2020FREYBERGER6E658_L20260523-012DissectingCharacteristicsNonparametrically.md","L20260523-012 Dissecting Characteristics Nonparametrically","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2020GUKELLYXIU8F18B","MIG-20260605T120000Z-mig-BATCH","2020_Gu_Kelly_Xiu_机器学习资产定价","literature","📚 文献\2020_Gu_Kelly_Xiu_机器学习资产定价.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2020GUKELLYXIU8F18B_L20260523-010EmpiricalAssetPricingviaMachineLearning.md","L20260523-010 Empirical Asset Pricing via Machine Learning","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2023GOULDING07A86","MIG-20260605T120000Z-mig-BATCH","2023_Goulding_动量转折点","literature","📚 文献\2023_Goulding_动量转折点.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2023GOULDING07A86_L20260531-001MomentumTurningPoints.md","L20260531-001 Momentum Turning Points","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2025B260F","MIG-20260605T120000Z-mig-BATCH","2025_权仓量化_价量因子核心窗口涨停股应用","literature","📚 文献\2025_权仓量化_价量因子核心窗口涨停股应用.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2025B260F_L20260529-001价量因子核心窗口涨停股应用.md","L20260529-001 价量因子核心窗口涨停股应用","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-2026YYH001V13V22282F","MIG-20260605T120000Z-mig-BATCH","2026_yyh001_七星动量v13阴跌v2","literature","📚 文献\2026_yyh001_七星动量v13阴跌v2.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-2026YYH001V13V22282F_L20260529-002七星-动量v13-阴跌v2-五年2147%回撤15%.md","L20260529-002 七星-动量v13-阴跌v2-五年2147%回撤15%","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-H8A191D9C8A191","MIG-20260605T120000Z-mig-BATCH","文献笔记模板","literature","📚 文献\文献笔记模板.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-H8A191D9C8A191_LYYYYMMDD-001文献标题.md","LYYYYMMDD-001 文献标题","migrated_unverified","legacy_raw"
"LIT-20260603T000000Z-mig-H18FDAE0D18FDA","MIG-20260605T120000Z-mig-BATCH","文献笔记说明","literature","📚 文献\文献笔记说明.md","06_文献资料\08_已归档\LIT-20260603T000000Z-mig-H18FDAE0D18FDA_文献笔记.md","文献笔记","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-0317EDB","MIG-20260605T120000Z-mig-BATCH","03-研究台账","archive","📦 归档\03-研究台账.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-0317EDB_研究台账.md","研究台账","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-07C58B3","MIG-20260605T120000Z-mig-BATCH","07-市场状态识别专题","archive","📦 归档\07-市场状态识别专题.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-07C58B3_市场状态识别专题.md","市场状态识别专题","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-08CED91","MIG-20260605T120000Z-mig-BATCH","08-多策略市场环境切换专题","archive","📦 归档\08-多策略市场环境切换专题.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-08CED91_多策略市场环境切换专题.md","多策略市场环境切换专题","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-096E514","MIG-20260605T120000Z-mig-BATCH","09-涨停事件价量结构专题","archive","📦 归档\09-涨停事件价量结构专题.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-096E514_涨停事件价量结构专题.md","涨停事件价量结构专题","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-10ETFD4789","MIG-20260605T120000Z-mig-BATCH","10-ETF阴跌防守专题","archive","📦 归档\10-ETF阴跌防守专题.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-10ETFD4789_ETF阴跌防守专题.md","ETF阴跌防守专题","migrated_unverified","legacy_raw"
"MIG-20260523T000000Z-mig-BLF202605230038DD30","MIG-20260605T120000Z-mig-BATCH","BLF20260523-003","archive","📦 归档\BLF20260523-003_波动率管理与条件降仓研究信念.md","12_归档\旧库迁移原文\MIG-20260523T000000Z-mig-BLF202605230038DD30_BLF20260523-003波动率管理与条件降仓.md","BLF20260523-003 波动率管理与条件降仓","migrated_unverified","legacy_raw"
"MIG-20260529T000000Z-mig-BLF2026052900551B7A","MIG-20260605T120000Z-mig-BATCH","BLF20260529-005","archive","📦 归档\BLF20260529-005_涨停事件后价量结构预测研究信念.md","12_归档\旧库迁移原文\MIG-20260529T000000Z-mig-BLF2026052900551B7A_BLF20260529-005涨停事件后价量结构预测研究信念.md","BLF20260529-005 涨停事件后价量结构预测研究信念","migrated_unverified","legacy_raw"
"MIG-20260529T000000Z-mig-BLF2026052900668F30","MIG-20260605T120000Z-mig-BATCH","BLF20260529-006","archive","📦 归档\BLF20260529-006_ETF阴跌防守与动量轮动研究信念.md","12_归档\旧库迁移原文\MIG-20260529T000000Z-mig-BLF2026052900668F30_BLF20260529-006ETF阴跌防守与动量轮动研究信念.md","BLF20260529-006 ETF阴跌防守与动量轮动研究信念","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-R010A5B305","MIG-20260605T120000Z-mig-BATCH","R010-A","archive","📦 归档\R010-A_市场状态识别规格书.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-R010A5B305_R010-A市场状态识别规格书.md","R010-A 市场状态识别规格书","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-R010BE9778","MIG-20260605T120000Z-mig-BATCH","R010-B","archive","📦 归档\R010-B_ETF双池分级防守规则草案.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-R010BE9778_R010-BETF双池分级防守规则草案.md","R010-B ETF双池分级防守规则草案","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-R010B3A2SLOPE004B3CAP90C6BA5","MIG-20260605T120000Z-mig-BATCH","R010B3_A2-slope004与B3-cap90组合候选规格","archive","📦 归档\R010B3_A2-slope004与B3-cap90组合候选规格.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-R010B3A2SLOPE004B3CAP90C6BA5_R010B3A2-slope004与B3-cap90组合候选规格.md","R010B3 A2-slope004与B3-cap90组合候选规格","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-R010B3B3GATE938DA","MIG-20260605T120000Z-mig-BATCH","R010B3_B3-gate默认关闭观察方案","archive","📦 归档\R010B3_B3-gate默认关闭观察方案.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-R010B3B3GATE938DA_R010B3B3-gate默认关闭观察方案.md","R010B3 B3-gate默认关闭观察方案","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-R010B4TIEREDV2C0969","MIG-20260605T120000Z-mig-BATCH","R010B4_tiered-v2默认关闭影子观察方案","archive","📦 归档\R010B4_tiered-v2默认关闭影子观察方案.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-R010B4TIEREDV2C0969_R010B4tiered-v2默认关闭影子观察方案.md","R010B4 tiered-v2默认关闭影子观察方案","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-R010B5R4008A6","MIG-20260605T120000Z-mig-BATCH","R010B5R4_非线性回撤预算默认关闭影子观察方案","archive","📦 归档\R010B5R4_非线性回撤预算默认关闭影子观察方案.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-R010B5R4008A6_R010B5R4非线性回撤预算默认关闭影子观察方案.md","R010B5R4 非线性回撤预算默认关闭影子观察方案","migrated_unverified","legacy_raw"
"MIG-20260531T000000Z-mig-R20260531026B216F","MIG-20260605T120000Z-mig-BATCH","R20260531-026","archive","📦 归档\R20260531-026_防守池分层与吸血撤离信号研究计划.md","12_归档\旧库迁移原文\MIG-20260531T000000Z-mig-R20260531026B216F_R20260531-026防守池分层与吸血撤离信号研究计划.md","R20260531-026 防守池分层与吸血撤离信号研究计划","migrated_unverified","legacy_raw"
"MIG-20260604T000000Z-mig-H001C7CB4001C7","MIG-20260605T120000Z-mig-BATCH","当前研究路线快照","archive","📦 归档\当前研究路线快照.md","12_归档\旧库迁移原文\MIG-20260604T000000Z-mig-H001C7CB4001C7_当前研究路线快照.md","当前研究路线快照","migrated_unverified","legacy_raw"
"MIG-20260604T000000Z-mig-HDA5165C3DA516","MIG-20260605T120000Z-mig-BATCH","研究进度驾驶舱","archive","📦 归档\研究进度驾驶舱.md","12_归档\旧库迁移原文\MIG-20260604T000000Z-mig-HDA5165C3DA516_研究进度驾驶舱.md","研究进度驾驶舱","migrated_unverified","legacy_raw"
"MIG-20260604T000000Z-mig-H0542AA950542A","MIG-20260605T120000Z-mig-BATCH","研究可视化导航","archive","📦 归档\研究可视化导航.md","12_归档\旧库迁移原文\MIG-20260604T000000Z-mig-H0542AA950542A_研究可视化导航.md","研究可视化导航","migrated_unverified","legacy_raw"
"MIG-20260604T000000Z-mig-20260604444E7","MIG-20260605T120000Z-mig-BATCH","迁移映射_20260604","archive","📦 归档\资产清单\迁移映射_20260604.md","12_归档\旧库迁移原文\MIG-20260604T000000Z-mig-20260604444E7_迁移映射20260604.md","迁移映射 20260604","migrated_unverified","legacy_raw"
"MIG-20260605T000000Z-mig-H99E1681699E16","MIG-20260605T120000Z-mig-BATCH","研究资产清单","archive","📦 归档\资产清单\研究资产清单.md","12_归档\旧库迁移原文\MIG-20260605T000000Z-mig-H99E1681699E16_研究资产清单.md","研究资产清单","migrated_unverified","legacy_raw"
"DEC-20260529T000000Z-mig-D20260529R014REVISEBUCKE4EB82","MIG-20260605T120000Z-mig-BATCH","D20260529-R014-revise-bucket-filter","decision","🔀 决策\D20260529-R014-阴跌分桶过滤修订.md","05_研究决策\DEC-20260529T000000Z-mig-D20260529R014REVISEBUCKE4EB82_D20260529-R014阴跌分桶过滤修订.md","D20260529-R014 阴跌分桶过滤修订","migrated_unverified","legacy_raw"
"DEC-20260530T000000Z-mig-D20260530R015KILLEXTERNAB7687","MIG-20260605T120000Z-mig-BATCH","D20260530-R015-kill-external-switch","decision","🔀 决策\D20260530-R015-外部510300开关证伪.md","05_研究决策\DEC-20260530T000000Z-mig-D20260530R015KILLEXTERNAB7687_D20260530-R015外部510300开关证伪.md","D20260530-R015 外部 510300 开关证伪","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601B3GATEOFFLINEOBC62D6","MIG-20260605T120000Z-mig-BATCH","D20260601-B3-gate-offline-observation-replay-focus","decision","🔀 决策\D20260601-B3-gate离线观察复盘聚焦误拦截与漏报.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601B3GATEOFFLINEOBC62D6_D20260601-B3-gate离线观察复盘聚焦误拦截与漏报.md","D20260601-B3-gate 离线观察复盘聚焦误拦截与漏报","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601B3GATEBLOCKEDLO7478C","MIG-20260605T120000Z-mig-BATCH","D20260601-B3-gate-blocked-low-top1-slope-2024-pressure-pass","decision","🔀 决策\D20260601-B3-gate误拦截Top1斜率放松2024压力测试通过.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601B3GATEBLOCKEDLO7478C_D20260601-B3-gate误拦截Top1斜率放松2024压力测试通过.md","D20260601-B3-gate 误拦截 Top1 斜率放松 2024 压力测试通过","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601B3GATEBLOCKEDLOEB885","MIG-20260605T120000Z-mig-BATCH","D20260601-B3-gate-blocked-low-top1-slope-preregister","decision","🔀 决策\D20260601-B3-gate误拦截Top1斜率放松进入预注册.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601B3GATEBLOCKEDLOEB885_D20260601-B3-gate误拦截Top1斜率放松进入预注册.md","D20260601-B3-gate 误拦截 Top1 斜率放松进入预注册","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601MINIQMTV18DEFAUB22E2","MIG-20260605T120000Z-mig-BATCH","D20260601-MiniQMT-v18-default-off","decision","🔀 决策\D20260601-MiniQMT-v18默认关闭映射.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601MINIQMTV18DEFAUB22E2_D20260601-MiniQMTv18默认关闭映射.md","D20260601-MiniQMT v18 默认关闭映射","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601R010B3CAP90PREA4C3BC","MIG-20260605T120000Z-mig-BATCH","D20260601-R010B3-cap90-pre-audit","decision","🔀 决策\D20260601-R010B3-cap90进入组合前审计.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R010B3CAP90PREA4C3BC_D20260601-R010B3cap90进入组合前审计.md","D20260601-R010B3 cap90 进入组合前审计","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601R010B3GATEPROMO642D2","MIG-20260605T120000Z-mig-BATCH","D20260601-R010B3-gate-promote","decision","🔀 决策\D20260601-R010B3-gate成为当前主候选.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R010B3GATEPROMO642D2_D20260601-R010B3gate成为当前主候选.md","D20260601-R010B3 gate 成为当前主候选","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601R010B3LIMITED2REC37B","MIG-20260605T120000Z-mig-BATCH","D20260601-R010B3-limited2-revise","decision","🔀 决策\D20260601-R010B3-limited2低扰动不直接采纳.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R010B3LIMITED2REC37B_D20260601-R010B3limited2低扰动不直接采纳.md","D20260601-R010B3 limited2 低扰动不直接采纳","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601R010B4B3GATEF57BE","MIG-20260605T120000Z-mig-BATCH","D20260601-R010B4-B3Gate强度分层","decision","🔀 决策\D20260601-R010B4-B3Gate强度分层进入预注册.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R010B4B3GATEF57BE_D20260601-R010B4B3Gate强度分层进入预注册.md","D20260601-R010B4 B3Gate强度分层进入预注册","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601R010B4TIEREDV2B1C7E","MIG-20260605T120000Z-mig-BATCH","D20260601-R010B4-tiered-v2","decision","🔀 决策\D20260601-R010B4-tiered-v2进入预注册.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R010B4TIEREDV2B1C7E_D20260601-R010B4tiered-v2进入预注册.md","D20260601-R010B4 tiered-v2进入预注册","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601R010B4TIEREDV2L9DDC1","MIG-20260605T120000Z-mig-BATCH","D20260601-R010B4-tiered-v2-live-mapped","decision","🔀 决策\D20260601-R010B4-tiered-v2默认关闭映射完成.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R010B4TIEREDV2L9DDC1_D20260601-R010B4tiered-v2默认关闭映射完成.md","D20260601-R010B4 tiered-v2默认关闭映射完成","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601R010B4TIEREDV2S2C942","MIG-20260605T120000Z-mig-BATCH","D20260601-R010B4-tiered-v2-split-pass","decision","🔀 决策\D20260601-R010B4-tiered-v2四段验证通过.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R010B4TIEREDV2S2C942_D20260601-R010B4tiered-v2四段验证通过.md","D20260601-R010B4 tiered-v2四段验证通过","reviewed_readonly_baseline_skeleton","L2_readonly_platform_review"
"DEC-20260601T000000Z-mig-D20260601R010B4TIEREDV2S038BC","MIG-20260605T120000Z-mig-BATCH","D20260601-R010B4-tiered-v2-shadow-observe","decision","🔀 决策\D20260601-R010B4-tiered-v2影子观察方案建立.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R010B4TIEREDV2S038BC_D20260601-R010B4tiered-v2影子观察方案建立.md","D20260601-R010B4 tiered-v2影子观察方案建立","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601R026BLIGHTCAP90830A7","MIG-20260605T120000Z-mig-BATCH","D20260601-R026B-light-cap90-preregister","decision","🔀 决策\D20260601-R026B-light-cap90进入预注册.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R026BLIGHTCAP90830A7_D20260601-R026B-light-cap90进入预注册.md","D20260601-R026B-light-cap90 进入预注册","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601R026BLIGHTCAP90731A7","MIG-20260605T120000Z-mig-BATCH","D20260601-R026B-light-cap90-2024-counterevidence","decision","🔀 决策\D20260601-R026B-light-cap90首段反证.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R026BLIGHTCAP90731A7_D20260601-R026B-light-cap90首段反证.md","D20260601-R026B-light-cap90 首段反证","migrated_unverified","legacy_raw"
"DEC-20260601T000000Z-mig-D20260601R026STRICTMARKEFD93C","MIG-20260605T120000Z-mig-BATCH","D20260601-R026-strict-marker-only","decision","🔀 决策\D20260601-R026-strict-marker-only.md","05_研究决策\DEC-20260601T000000Z-mig-D20260601R026STRICTMARKEFD93C_D20260601-R026strict_marker_only.md","D20260601-R026 strict_marker_only","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602A2SLOPE004LIVED479C7","MIG-20260605T120000Z-mig-BATCH","D20260602-A2-slope004-live-default-regression-pass","decision","🔀 决策\D20260602-A2-slope004实盘默认行为回归通过.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602A2SLOPE004LIVED479C7_D20260602-A2-slope004实盘默认行为回归通过.md","D20260602-A2-slope004 实盘默认行为回归通过","migrated_unverified","legacy_raw"
"DEC-20260602T000000Z-mig-D20260602B3GATEBLOCKEDLOD63E8","MIG-20260605T120000Z-mig-BATCH","D20260602-B3-gate-blocked-low-top1-slope-split-pressure","decision","🔀 决策\D20260602-B3-gate误拦截Top1斜率放松四段压力测试完成.md","05_研究决策\DEC-20260602T000000Z-mig-D20260602B3GATEBLOCKEDLOD63E8_D20260602-B3-gate误拦截Top1斜率放松四段压力测试完成.md","D20260602-B3-gate 误拦截 Top1 斜率放松四段压力测试完成","migrated_unverified","legacy_raw"
